Title,Price,Material A,A Percent,Material B,B Percent
Mango stripe round neck jumper in beige and black,£26.00,Acrylic,0.47,Polyester,0.45
ASOS DESIGN oversized Christmas jumper in fairisle pattern with contrast trim in blue,£26.00,Acrylic,1.0,NaN,0.0
ASOS DESIGN Curve oversized crew neck jumper in black,£26.00,Polyester,0.58,Acrylic,0.36
ASOS DESIGN chunky rib jumper with high neck in red,£26.00,Polyester,0.74,Acrylic,0.17
Topshop knitted volume sleeve fluffy jumper in black,£26.00,Polyester,0.87,Acrylic,0.13
Cotton:On slouch v-neck knit jumper in cobalt,£26.00,Polyester,1.0,NaN,0.0
ASOS DESIGN high neck jumper with turn back cuff in long and lean block in black,£26.00,Polyester,0.55,Acrylic,0.45
ASOS DESIGN crew neck sheer jumper with contrast tipping in black,£26.00,Viscose,0.75,Polyester,0.25
Threadbare Plus Christmas high neck jumper in navy,£26.00,Acrylic,1.0,NaN,0.0
Tommy Jeans Plus essential badge cardigan in red,£26.00,Cotton,1.0,NaN,0.0
ASOS DESIGN relaxed jumper with zip collar in stripe ,£26.00,Acrylic,0.5,Polyester,0.5
Pieces Curve knitted jumper in baby blue,£26.00,Polyester,0.62,Acrylic,0.22
Pieces Curve high neck jumper with balloon sleeves in lilac,£26.00,Polyester,1.0,NaN,0.0
Pieces Curve roll neck jumper in navy and white stripe,£26.00,Polyester,1.0,NaN,0.0
Threadbare Plus Christmas v neck jumper in multi,£26.00,Acrylic,1.0,NaN,0.0
Pieces Curve knitted jumper in black,£26.00,Polyester,0.62,Acrylic,0.22
Threadbare Tall Christmas roll neck cropped jumper in black,£26.00,Acrylic,1.0,NaN,0.0
Threadbare Christmas roll neck cropped jumper in black,£26.00,Acrylic,1.0,NaN,0.0
Pieces Curve soft yarn v-neck jumper in light camel,£26.00,Polyester,0.59,Acrylic,0.29
Stradivarius round neck chunky jumper in stone ,£26.00,Polyester,0.76,Acrylic,0.1
Vero Moda round neck knitted jumper in black melange,£26.00,Polyester,0.94,Elastane,0.03
Topshop Curve knitted exposed seam fluffy crew neck jumper in mushroom,£26.00,Polyester,0.7,Nylon,0.21
Vero Moda longline knitted jumper in cream ,£26.00,Acrylic,0.7,Nylon,0.27
Monki cropped knitted jumper in forest green,£26.00,Polyester,0.97,Wool,0.03
ASOS DESIGN crop cable jumper in cream,£26.00,Acrylic,0.71,Polyester,0.29
ASOS DESIGN Christmas oversized jumper with apres ski pattern,£26.00,Polyester,0.56,Acrylic,0.36
Brave Soul mince pie christmas jumper in cream,£26.00,Acrylic,1.0,NaN,0.0
Only Petite cropped strawberry print cardigan in red,£26.00,Acrylic,1.0,NaN,0.0
ASOS DESIGN super soft wrap top in warm cream ,£26.00,Polyester,0.56,Cotton,0.44
ASOS DESIGN super soft brushed rib roll neck in winter white,£26.00,Polyester,0.53,Cotton,0.41
ASOS DESIGN zip through cardigan with collar in stone,£28.00,Acrylic,0.84,Polyamide,0.1
ASOS DESIGN Petite crop zip cardigan with cable detail in khaki,£28.00,Acrylic,1.0,NaN,0.0
Topshop Petite knitted crew neck jumper in lilac,£26.00,Polyester,0.58,Acrylic,0.38
Threadbare Plus Kinsley high neck oversized jumper in monochrome stripe,£28.00,Acrylic,1.0,NaN,0.0
NA-KD X Paola Cossentino off the shoulder jumper in white,£26.00,Acrylic,0.83,Polyamide,0.09
ASOS DESIGN Petite boxy edge to edge cardigan in camel,£28.00,Polyester,0.48,Nylon,0.38
Tommy Jeans Plus varsity logo crew neck sweater in black ,£28.00,Cotton,1.0,NaN,0.0
Calvin Klein Jeans Plus label roll neck sweater in black,£28.00,Lyocell,1.0,NaN,0.0
Levi's Plus cropped half zip jumper in light blue,£28.00,Cotton,0.6,Polyester,0.4
ASOS DESIGN slouchy star jumper in ivory,£28.00,Acrylic,0.75,Nylon,0.25
Topshop Curve knitted high neck drop shoulder jumper with wool in navy,£28.00,Acrylic,0.81,Wool,0.19
Topshop Curve knitted crew neck exposed seam jumper in green,£28.00,Polyester,0.87,Acrylic,0.13
Glamorous fluffy knit boxy jumper in stone co-ord,£28.00,Polyester,0.7,Polyamide,0.3
Topshop Curve knitted boxy boucle jumper in dark green,£28.00,Polyester,0.5,Acrylic,0.2
Free People Mina cardi in silver belle combo,£28.00,Polyamide,0.57,Polyester,0.43
Miss Selfridge crochet shrug in cream ,£28.00,Acrylic,1.0,NaN,0.0
Native Youth oversized button up cardigan in multi spacedye,£28.00,Acrylic,1.0,NaN,0.0
Polo Ralph Lauren icon logo short sleeve stripe pima cotton knit t-shirt in blue,£28.00,Cotton,1.0,NaN,0.0
Monki knitted sweater with polo collar in brown,£28.00,Polyester,0.9,Wool,0.08
Obey flora knitted jumper in purple,£28.00,Cotton,0.8,Wool,0.2
Urban Bliss balloon sleeve knitted jumper in oatmeal,£28.00,Acrylic,0.59,Polyester,0.38
& Other Stories zip through cardigan in lilac,£28.00,Viscose,0.83,Polyamide,0.17
Urban Revivo ribbed v-neck jumper in khaki,£28.00,Polyester,0.53,Acrylic,0.21
Noisy May wool mix maxi knitted cardigan in royal blue,£28.00,Acrylic,0.68,Polyester,0.12
Object knitted v neck polo jumper in grey,£28.00,Viscose,0.5,Nylon,0.27
AllSaints Claude cable knit jumper with shirt layer in white,£28.00,Wool,0.6,Polyamide,0.27
Pimkie ribbed short sleeve cardigan in bright pink,£28.00,Viscose,0.7,Polyamide,0.3
River Island frill collar cardigan in lilac,£28.00,Polyester,0.81,Acrylic,0.16
Noisy May cropped jumper in blue and yellow stripe,£28.00,Cotton,1.0,NaN,0.0
Weekday Thea tie front fine knit cardigan in white,£28.00,Polyamide,0.5,Wool,0.5
ASOS DESIGN Petite cardigan with collar and distressed ladder stitch in black,£28.00,Acrylic,1.0,NaN,0.0
Weekday Tilly transparent fine knit jumper in bright orange,£28.00,Polyamide,0.5,Wool,0.5
Weekday Rey side split jumper with seam detail in Dark Grey ,£28.00,Cotton,0.85,Polyamide,0.15
Free People waffle knit jumper in white cloud,£28.00,Cotton,0.62,Polyamide,0.14
Tommy Jeans cropped dye badge sweatshirt in black,£28.00,Cotton,1.0,NaN,0.0
The Ragged Priest Y2K crop cardigan with shaggy collar,£28.00,Acrylic,0.72,Wool,0.16
Tammy Girl retro Y2K crochet black knit poncho,£28.00,Polyester,1.0,NaN,0.0
Weekday Tina lightweight knitted sweater in yellow tie dye print,£28.00,Polyamide,0.5,Wool,0.5
 I Saw It First cropped ruched jumper in cream,£28.00,Polyester,0.95,Elastane,0.05
River Island half zip tank jumper in light blue,£28.00,Acrylic,0.55,Polyester,0.28
Native Youth open knit jumper in lime green,£28.00,Polyester,1.0,NaN,0.0
Free People super soft oversized longline cardigan in multi,£28.00,Acrylic,0.41,Wool,0.3
Fred Perry ribbed zip through cardigan in black,£28.00,Viscose,1.0,NaN,0.0
ASYOU hook and eye bardot knitted midaxi cardigan in black,£28.00,Viscose,0.68,Polyamide,0.32
Cotton:On Curve flower graphic jumper in multi,£28.00,Acrylic,0.75,Polyester,0.22
Monki heavy knitted roll neck sweater in dark green,£28.00,Polyester,0.5,Acrylic,0.4
Cotton:On fur trim cardigan in sage green  ,£28.00,Polyamide,0.75,Polyester,0.25
Stradivarius nibbled knitted cardigan in black ,£28.00,Acrylic,1.0,NaN,0.0
River Island mid length belted cardigan in green,£28.00,Viscose,0.53,Polyester,0.27
Selected Femme textured knitted jumper in mono ,£28.00,Cotton,0.85,Polyester,0.15
Reclaimed Vintage knitted twist front festival cropped top in colour block,£28.00,Cotton,0.6,Acrylic,0.4
Bershka corset detail roll neck jumper in black,£28.00,Polyamide,0.54,Viscose,0.46
The Ragged Priest ultra crop cardigan in fluffy mix check,£28.00,Acrylic,1.0,NaN,0.0
ASOS DESIGN high neck jumper in warped spot pattern,£28.00,Polyamide,1.0,NaN,0.0
Jordan jacquard knit cardigan in black,£28.00,Cotton,1.0,NaN,0.0
ASOS DESIGN high neck jumper in sheer wavy ladder stitch in purple,£28.00,Acrylic,0.5,Viscose,0.5
Mamalicious Maternity knitted cardigan co-ord in cream,£28.00,Acrylic,0.5,Polyester,0.5
Y.A.S embroidered collar cardigan in black,£28.00,Polyester,0.52,Wool,0.3
Tommy Jeans logo cardigan in leopard print,£28.00,Cotton,1.0,NaN,0.0
ASOS DESIGN knitted tie back jumper in stone,£28.00,Acrylic,1.0,NaN,0.0
In The Style exclusive knitted contrast collar detail jumper in cream,£35.00,Acrylic,1.0,NaN,0.0
Topshop knitted chunky twist bardot top in blue,£35.00,Acrylic,0.56,Nylon,0.25
Reclaimed Vintage inspired unisex shruken laddered jumper in black,£35.00,Acrylic,1.0,NaN,0.0
ASOS DESIGN boxy jumper in rib with roll neck in pink,£35.00,Polyester,0.5,Nylon,0.35
Daisy Street relaxed jumper in brown with retro heart knit,£35.00,Acrylic,1.0,NaN,0.0
In The Style exclusive tinsel wrap tie detail cardigan in black,£35.00,Polyester,0.91,Metallised,0.09
In The Style exclusive knitted half zip jumper in mono stripe,£35.00,Acrylic,1.0,NaN,0.0
River Island rib top with frilled sleeve in white,£35.00,Viscose,0.7,Nylon,0.3
Wednesday's Girl boxy knit jumper in tonal stripe,£35.00,Acrylic,1.0,NaN,0.0
Noisy May printed cardigan in lilac,£35.00,Acrylic,1.0,NaN,0.0
Daisy Street relaxed jumper in sun stripe knit,£35.00,Acrylic,0.55,Nylon,0.3
Pimkie cropped turtleneck jumper in cream,£35.00,Viscose,0.52,Polyester,0.29
Monki mono jacquard knitted sweater,£35.00,Cotton,1.0,NaN,0.0
Topshop Curve knitted fluffy v-neck wide rib cardigan in brown,£35.00,Polyester,0.76,Nylon,0.23
Wednesday's Girl ribbed off shoulder knitted top in black,£35.00,Acrylic,1.0,NaN,0.0
ASOS DESIGN high neck jumper in mixed texture with tassels in cream,£35.00,Acrylic,0.84,Polyester,0.09
Weekday Ellen v-neck sweater in cream,£35.00,Polyamide,0.48,Polyester,0.42
Miss Selfridge rib chunky cowl neck jumper co-ord in oatmeal,£35.00,Polyester,0.54,Acrylic,0.4
Pieces roll neck jumper in beige,£35.00,Polyester,0.82,Acrylic,0.15
Topshop knitted stripe cardi in mono,£35.00,Acrylic,0.89,Polyester,0.1
Noisy May ribbed roll neck jumper in pink,£35.00,Acrylic,0.75,Polyester,0.22
AllSaints x ASOS exclusive Lou v-neck stripe jumper in black/pink,£35.00,Acrylic,0.4,Nylon,0.3
Miss Selfridge longline foldover bardot jumper in cream,£35.00,Acrylic,0.63,Polyester,0.37
ASOS DESIGN Curve knitted top with scoop neck with rib bust detail in black ,£35.00,Polyester,0.89,Nylon,0.11
Abercrombie & Fitch knitted crew neck jumper in black and white ,£35.00,Cotton,0.75,Nylon,0.25
Cotton:On boxy fit roll neck in chestnut marl with balloon sleeves,£35.00,Cotton,1.0,NaN,0.0
Topshop knitted sheer v-neck jumper in black,£35.00,Nylon,0.51,Acrylic,0.23
Threadbare Harlyn longline cardigan in chocolate brown,£35.00,Acrylic,1.0,NaN,0.0
Urban Revivo button detail cropped cardigan in multi,£35.00,Polyester,0.61,Acrylic,0.21
ASOS DESIGN unisex oversized Disney sweatshirt with Mickey Mouse Christmas print and embroidery in white,£35.00,Cotton,1.0,NaN,0.0
Monki jacquard knitted sweater in multi check,£35.00,Polyester,0.52,Acrylic,0.41
Topshop knitted oversized animal jumper in blue and choc,£35.00,Acrylic,0.83,Polyester,0.11
Monki knitted polo sweater in navy,£35.00,Viscose,0.46,Polyamide,0.31
Topshop knitted abstract crew neck jumper in grey ,£35.00,Polyester,0.85,Acrylic,0.15
Pretty Lavish shoulder cut out knit top in black,£35.00,Viscose,0.52,Polyester,0.31
Kaiia ribbed bardot jumper co-ord in black,£35.00,Acrylic,0.52,Polyester,0.28
ASOS DESIGN Maternity rib jumper with grown on neck in black,£35.00,Viscose,0.74,Nylon,0.26
Topshop knitted fluffy cable detail jumper in grey,£35.00,Polyester,0.7,Nylon,0.21
Vero Moda Curve oversized jumper with contrast stitch detail in mono ,£35.00,Polyester,0.96,Elastane,0.04
Monki oversized knit cardigan in dark green,£35.00,Polyester,0.5,Acrylic,0.45
In The Style x Perrie Sian cable wide sleeve jumper in stone,£35.00,Acrylic,1.0,NaN,0.0
Hollister oversized knitted jumper in white fair isle print ,£35.00,Cotton,1.0,NaN,0.0
Monki long knit cardigan in navy blue stripe,£35.00,Polyester,1.0,NaN,0.0
Topshop knitted boucle contrast rib cardigan in ivory,£35.00,Polyester,0.7,Acrylic,0.28
ASOS DESIGN edge to edge chunky cardigan in grey,£35.00,Polyester,0.75,Acrylic,0.21
ASOS DESIGN chunky jumper with high neck in animal stripe pattern in camel,£35.00,Acrylic,0.53,Polyester,0.47
& Other Stories wrap cardigan in white,£35.00,Polyester,0.52,Acrylic,0.38
Topshop knitted zip through fluffy cardi with pockets in khaki,£35.00,Acrylic,0.56,Polyester,0.26
ASOS DESIGN boxy wide crop button front cardigan in khaki,£35.00,Polyester,0.6,Acrylic,0.4
ASOS DESIGN crew neck jumper with wide cuff and split in alpaca wool blend in charcoal,£35.00,Alpaca,0.34,Nylon,0.34
Topshop knitted micro cardi in grey,£35.00,Polyester,0.75,Nylon,0.18
& Other Stories wool blend jumper in white and navy stripe,£35.00,Wool,0.39,Mohair,0.3
Simply Be boyfriend cardigan in camel,£35.00,Polyester,1.0,NaN,0.0
Pull&Bear oversized chenille knitted jumper in brown stripe,£35.00,Polyester,1.0,NaN,0.0
In The Style x Georgia Louise sweetheart neckline ribbed knit jumper in cream,£35.00,Viscose,0.72,Polyamide,0.28
Noisy May fluffy jumper with heart pattern in beige,£18.00,Polyester,1.0,NaN,0.0
Pimkie long sleeve roll neck jumper in beige,£35.00,Viscose,0.7,Polyamide,0.3
Pimkie wool mix volume sleeve funnel neck jumper in cream,£18.00,Acrylic,0.6,Polyester,0.31
Pimkie wool mix volume sleeve funnel neck jumper in grey,£18.00,Acrylic,0.6,Polyester,0.31
River Island hybrid cable knit jumper in black,£35.00,Acrylic,0.84,Nylon,0.1
Monki textured wool blend sweater in red,£18.00,Polyester,0.64,Acrylic,0.14
Topshop knitted crew neck jumper in blue,£35.00,Polyester,0.85,Acrylic,0.15
ASOS DESIGN super soft boxy roll neck in navy and cream stripe,£18.00,Cotton,0.5,Polyester,0.5
Neon Rose fluffy cat high neck jumper in pink,£18.00,Polyester,1.0,NaN,0.0
Miss Selfridge knit waistcoat in black,£18.00,Acrylic,0.84,Nylon,0.16
ASOS DESIGN super soft long line roll neck in lime,£18.00,Polyester,0.56,Cotton,0.44
ASOS DESIGN oversized roll neck jumper in boucle yarn in charcoal,£18.00,Polyester,0.53,Acrylic,0.2
River Island embellished cable knit jumper in black,£18.00,Acrylic,0.9,Polyester,0.06
ASOS DESIGN Curve high neck jumper in fluffy in blue,£18.00,Polyester,0.75,Acrylic,0.22
Pieces zip up cardigan with pockets in cream,£18.00,Polyester,0.96,Elastane,0.04
Pieces knitted rib top in black,£18.00,Viscose,0.5,Polyester,0.28
ASOS DESIGN chunky oversized v neck jumper in brushed yarn in pink,£18.00,Polyester,0.68,Nylon,0.23
Monki knitted turtleneck sweater in lilac purple,£18.00,Polyester,0.9,Wool,0.08
Mango shoulder detail jumper in cream,£18.00,Polyester,0.39,Polyamide,0.28
Reclaimed Vintage inspired slash neck knitted top in blue,£18.00,Acrylic,0.4,Polyester,0.26
New Look knitted frill detail jumper in black,£18.00,Polyester,0.97,Elastane,0.03
ASOS DESIGN varsity v neck cable jumper with tipping detail,£18.00,Polyester,0.7,Acrylic,0.2
Miss Selfridge chunky rib fitted crop jumper in black,£18.00,Cotton,1.0,NaN,0.0
Miss Selfridge off the shoulder bardot wide rib knit cosy crop jumper in olive,£18.00,Polyester,1.0,NaN,0.0
Pimkie roll neck knitted sleeveless jumper in taupe,£18.00,Viscose,0.7,Polyamide,0.3
Only pointelle detail jumper in taupe,£18.00,Polyester,0.82,Acrylic,0.15
ASOS DESIGN chunky v neck jumper in grey,£18.00,Acrylic,0.5,Polyester,0.5
& Other Stories wool blend oversized knitted sweater in mono pattern,£18.00,Mohair,0.45,Polyester,0.35
ASOS DESIGN high neck jumper in colour block in cream and camel,£18.00,Acrylic,1.0,NaN,0.0
ASOS DESIGN Curve super soft roll neck with cuff detail in black,£18.00,Polyester,0.56,Cotton,0.44
Basic Pleasure Mode kurt striped brushed fleece jumper in multi,£18.00,Acrylic,0.79,Polyester,0.21
Pieces pearl shoulder detail jumper in grey,£18.00,Polyester,0.97,Elastane,0.03
Only cropped jumper in black and cream stripe,£18.00,Acrylic,1.0,NaN,0.0
Topshop knitted crew neck jumper in purple,£18.00,Polyester,0.85,Acrylic,0.15
ASOS DESIGN longline jumper in chunky rib in cream,£18.00,Cotton,0.55,Acrylic,0.29
Miss Selfridge distressed punk knit jumper in black,£18.00,Acrylic,0.74,Polyester,0.26
Bershka fluffy knit square neck jumper in pale pink,£18.00,Polyamide,1.0,NaN,0.0
Pieces high neck quarter zip knitted jumper in light beige,£18.00,Acrylic,0.8,Polyester,0.2
In The Style exclusive knitted wrap detail jumper in red,£18.00,Acrylic,1.0,NaN,0.0
Vila high neck zip through jumper in mono print,£18.00,Polyester,0.5,Acrylic,0.2
The Frolic sleeve detail ribbed jumper in cream,£18.00,Viscose,0.51,Polyester,0.29
ASOS DESIGN maxi cardigan in brown ,£18.00,Polyester,0.91,Nylon,0.06
Wednesday's Girl fitted rib jumper with fluffy cuffs in cream,£18.00,Polyester,1.0,NaN,0.0
Topshop knitted fluffy mixed stripe jumper with exposed seams in multi,£18.00,Acrylic,0.83,Polyester,0.11
ASOS DESIGN sheer button through knitted top with collar in black,£18.00,Viscose,0.75,Polyester,0.25
& Other Stories mock neck jumper in beige melange,£18.00,Polyester,0.52,Acrylic,0.38
Pimkie cable knit oversized buttons cardigan in cream,£18.00,Acrylic,0.85,Polyamide,0.1
Monki ribbed knitted sweater in forest green,£18.00,Polyester,0.9,Wool,0.08
ASOS DESIGN Curve knitted top with sweetheart neck and lace up front detail in black,£18.00,Viscose,0.68,Polyamide,0.32
ASOS DESIGN asymmetric jumper with button through detail in black,£18.00,Polyester,0.89,Polyamide,0.06
Reclaimed Vintage zip up cropped cable knit jumper in black,£18.00,Acrylic,1.0,NaN,0.0
& Other Stories mock neck jumper in beige,£18.00,Polyester,0.52,Acrylic,0.38
JDY roll neck jumper in teal,£18.00,Acrylic,1.0,NaN,0.0
Monki sweater with aztec collar pattern in cream,£18.00,Acrylic,1.0,NaN,0.0
Pull&Bear waffle knit half zip knitted jumper in ecru,£18.00,Polyester,0.55,Polyamide,0.23
Pimkie ribbed roll neck top in chocolate brown,£18.00,Viscose,0.7,Polyamide,0.3
ASOS DESIGN knitted oversized cardigan in cream,£18.00,Acrylic,0.8,Nylon,0.2
Miss Selfridge cable knit chunky coatigan in khaki,£18.00,Polyester,0.6,Acrylic,0.37
Weekday Bea zip through high neck cardigan in dark green melange,£18.00,Polyester,0.56,Polyamide,0.27
River Island v-neck fine knit jumper in light pink ,£18.00,Viscose,0.7,Polyamide,0.3
Topshop knitted oversized abstract print jumper in multi,£18.00,Acrylic,0.83,Polyester,0.11
NA-KD half zip jumper in khaki,£18.00,Acrylic,0.5,Cotton,0.5
ASOS DESIGN Tall super soft roll neck with cuff detail In taupe marl,£18.00,Polyester,0.56,Cotton,0.44
ASOS DESIGN super soft colour block long sleeve jumper in green,£18.00,Polyester,0.56,Cotton,0.44
ASOS DESIGN high neck jumper in rib in grey ,£18.00,Polyester,0.88,Polyamide,0.12
Motel crinkle knit long sleeve top in black,£18.00,Polyester,1.0,NaN,0.0
Only longline textured cable knit jumper in white,£29.99,Cotton,0.7,Polyester,0.3
River Island dogtooth cardigan in red,£29.99,Viscose,0.53,Polyester,0.27
Miss Selfridge thin stripe crop knit jumper in black stripe ,£29.99,Acrylic,1.0,NaN,0.0
Daisy Street Plus Lilac zip up jumper with collar,£29.99,Polyester,1.0,NaN,0.0
Mango lace up jumper in beige,£29.99,Viscose,0.73,Polyester,0.27
Vero Moda Curve split hem longline jumper in camel,£29.99,Polyester,0.54,Acrylic,0.18
In The Style exclusive tinsel open back tie detail jumper in black,£29.99,Polyester,0.48,Acrylic,0.23
ASOS DESIGN oversized cable jumper in stripe,£29.99,Polyester,0.51,Nylon,0.36
Topshop knitted v neck jumper in charcoal,£29.99,Polyester,0.74,Acrylic,0.17
